year,state,crop,area,production,yield
2012,West Bengal,Rice,5444.34,14946.74,2745.37
2013,West Bengal,Rice,5513.7,15376.88,2788.85
2014,West Bengal,Rice,5526.5199999999995,15927.2,2881.96
2015,West Bengal,Rice,5523.96,15948.26,2887.11
2016,West Bengal,Rice,5212.01,15106.32,2898.37
2017,West Bengal,Rice,5307.6900000000005,15658.94,2950.24
2010,Andhra Pradesh,Safflower,1.0,0.9,900.0
2014,Andhra Pradesh,Safflower,0.76,0.25,328.95
2013,Bihar,Safflower,1.64,1.32,804.88
2010,Chhattisgarh,Safflower,0.9,0.30000000000000004,333.33
2012,Chhattisgarh,Safflower,0.68,0.18,264.71
2013,Chhattisgarh,Safflower,0.52,0.19,365.38
2014,Chhattisgarh,Safflower,1.33,0.38,285.71
2015,Chhattisgarh,Safflower,0.72,0.26,361.11
2017,Jharkhand,Safflower,2.01,1.1099999999999999,552.24
2010,Karnataka,Safflower,55.05,45.589999999999996,828.16
2011,Karnataka,Safflower,55.269999999999996,34.93,631.99
2012,Karnataka,Safflower,48.31,30.31,627.41
2013,Karnataka,Safflower,43.15,34.19,792.35
2014,Karnataka,Safflower,32.629999999999995,26.78,820.72
2015,Karnataka,Safflower,53.83,21.02,390.49
2016,Karnataka,Safflower,32.12,21.66,674.35
2017,Karnataka,Safflower,33.69,30.34,900.56
2014,Madhya Pradesh,Safflower,19.0,12.0,631.58
2015,Madhya Pradesh,Safflower,7.0,0.0,0.0
2016,Madhya Pradesh,Safflower,29.48,14.76,500.68
2017,Madhya Pradesh,Safflower,1.01,0.5,495.05
2010,Maharashtra,Safflower,172.9,94.13,544.42
2011,Maharashtra,Safflower,130.7,70.84,542.0
2012,Maharashtra,Safflower,104.93,57.620000000000005,549.13
2013,Maharashtra,Safflower,126.3,82.69999999999999,654.79
2014,Maharashtra,Safflower,74.2,26.3,354.45
2015,Maharashtra,Safflower,56.809999999999995,12.75,224.43
2016,Maharashtra,Safflower,75.67,52.43,692.88
2017,Maharashtra,Safflower,38.9,21.56,554.24
2010,Orissa,Safflower,0.75,0.45,600.0
2011,Orissa,Safflower,0.74,0.43000000000000005,581.08
2012,Orissa,Safflower,0.85,0.52,611.76
2013,Orissa,Safflower,0.88,0.53,602.27
2014,Orissa,Safflower,0.61,0.37,606.56
2010,Telangana,Safflower,12.100000000000001,8.0,661.16
2011,Telangana,Safflower,9.85,7.34,745.18
2012,Telangana,Safflower,9.87,7.34,743.67
2013,Telangana,Safflower,7.87,5.58,709.02
2014,Telangana,Safflower,4.16,3.0999999999999996,745.19
2015,Telangana,Safflower,3.85,2.58,670.13
2016,Telangana,Safflower,4.37,2.9,663.62
2017,Telangana,Safflower,3.8600000000000003,2.2,569.95
2010,West Bengal,Safflower,0.54,0.44999999999999996,833.33
2010,Andhra Pradesh,Sesamum,97.74,18.91,193.47
2011,Andhra Pradesh,Sesamum,52.839999999999996,13.31,251.89
2012,Andhra Pradesh,Sesamum,43.519999999999996,12.48,286.76
2013,Andhra Pradesh,Sesamum,61.15,21.22,347.02
2014,Andhra Pradesh,Sesamum,84.75,27.8,328.02
2015,Andhra Pradesh,Sesamum,53.13,14.23,267.83
2016,Andhra Pradesh,Sesamum,63.660000000000004,16.4,257.62
2017,Andhra Pradesh,Sesamum,39.739999999999995,10.9,274.28
2010,Assam,Sesamum,11.76,6.7,569.73
2011,Assam,Sesamum,11.64,7.88,676.98
2012,Assam,Sesamum,11.33,7.95,701.68
2013,Assam,Sesamum,11.540000000000001,8.51,737.44
2014,Assam,Sesamum,12.06,9.14,757.88
2015,Assam,Sesamum,11.61,7.92,682.17
2016,Assam,Sesamum,11.67,8.24,706.08
2017,Assam,Sesamum,11.99,8.200000000000001,683.9
2010,Bihar,Sesamum,2.5500000000000003,2.02,792.16
2011,Bihar,Sesamum,2.57,2.28,887.16
2012,Bihar,Sesamum,2.2199999999999998,1.95,878.38
2013,Bihar,Sesamum,2.31,2.0100000000000002,870.13
2014,Bihar,Sesamum,2.95,2.56,867.8
2015,Bihar,Sesamum,2.7600000000000002,2.41,873.19
2016,Bihar,Sesamum,2.02,1.79,886.14
2017,Bihar,Sesamum,1.57,1.37,872.61
2010,Chhattisgarh,Sesamum,20.39,6.83,334.97
2011,Chhattisgarh,Sesamum,19.740000000000002,7.59,384.5
2012,Chhattisgarh,Sesamum,19.68,5.77,293.19
2013,Chhattisgarh,Sesamum,17.0,4.8,282.35
2014,Chhattisgarh,Sesamum,17.55,7.92,451.28
2015,Chhattisgarh,Sesamum,19.47,7.7,395.48
2016,Chhattisgarh,Sesamum,18.37,7.55,411.0
2017,Chhattisgarh,Sesamum,17.26,5.1899999999999995,300.7
2010,Gujarat,Sesamum,289.0,126.6,438.06
2011,Gujarat,Sesamum,246.51,116.0,470.57
2012,Gujarat,Sesamum,168.2,115.5,686.68
2013,Gujarat,Sesamum,187.57,96.27,513.25
2014,Gujarat,Sesamum,190.55,105.68,554.61
2015,Gujarat,Sesamum,163.29999999999998,60.519999999999996,370.61
2016,Gujarat,Sesamum,148.94,85.12,571.51
2017,Gujarat,Sesamum,122.99,79.21,644.04
2010,Haryana,Sesamum,3.3000000000000003,1.3900000000000001,421.21
2011,Haryana,Sesamum,2.0,0.7,350.0
2012,Haryana,Sesamum,1.46,0.6,410.96
2013,Haryana,Sesamum,1.3,0.6,461.54
2015,Haryana,Sesamum,3.49,1.8,515.76
2016,Haryana,Sesamum,1.8,1.49,827.78
2017,Haryana,Sesamum,1.5000000000000002,0.7000000000000001,466.67
2010,Himachal Pradesh,Sesamum,2.91,0.92,316.15
2011,Himachal Pradesh,Sesamum,2.89,0.9000000000000001,311.42
2012,Himachal Pradesh,Sesamum,2.6500000000000004,0.93,350.94
2013,Himachal Pradesh,Sesamum,1.79,0.58,324.02
2014,Himachal Pradesh,Sesamum,1.99,0.6500000000000001,326.63
2016,Himachal Pradesh,Sesamum,2.71,0.8600000000000001,317.34
2017,Jharkhand,Sesamum,16.180000000000003,6.7,414.09
2010,Karnataka,Sesamum,86.74,50.58,583.12
2011,Karnataka,Sesamum,61.31,30.54,498.12
2012,Karnataka,Sesamum,41.01,13.280000000000001,323.82
2013,Karnataka,Sesamum,41.0,23.51,573.41
2014,Karnataka,Sesamum,44.29,22.62,510.72
2015,Karnataka,Sesamum,50.629999999999995,24.47,483.31
2016,Karnataka,Sesamum,35.11,22.310000000000002,635.43
2017,Karnataka,Sesamum,35.58,31.25,878.3
2010,Kerala,Sesamum,0.53,0.24,452.83
2010,Madhya Pradesh,Sesamum,360.4,177.7,493.06
2011,Madhya Pradesh,Sesamum,294.5,154.6,524.96
2012,Madhya Pradesh,Sesamum,289.02,144.84,501.14
2013,Madhya Pradesh,Sesamum,269.64,116.5,432.06
2014,Madhya Pradesh,Sesamum,341.0,179.0,524.93
2015,Madhya Pradesh,Sesamum,367.0,151.0,411.44
2016,Madhya Pradesh,Sesamum,382.0,166.42,435.65
2017,Madhya Pradesh,Sesamum,423.72,186.71,440.64
2010,Maharashtra,Sesamum,55.5,19.790000000000003,356.58
2011,Maharashtra,Sesamum,45.5,14.69,322.86
2012,Maharashtra,Sesamum,39.54,11.66,294.89
2013,Maharashtra,Sesamum,39.199999999999996,10.290000000000001,262.5
2014,Maharashtra,Sesamum,20.599999999999998,4.1,199.03
2015,Maharashtra,Sesamum,29.76,4.42,148.52
2016,Maharashtra,Sesamum,33.49,7.25,216.48
2017,Maharashtra,Sesamum,31.34,6.67,212.83
2010,Orissa,Sesamum,260.62,100.45000000000002,385.43
2011,Orissa,Sesamum,235.68,95.65,405.85
2012,Orissa,Sesamum,230.19,94.16,409.05
2013,Orissa,Sesamum,212.85,85.85,403.34
2014,Orissa,Sesamum,233.17000000000002,94.56,405.54
2015,Orissa,Sesamum,208.97,81.96000000000001,392.21
2016,Orissa,Sesamum,203.19,79.44,390.96
2017,Orissa,Sesamum,203.72,81.26,398.88
2010,Punjab,Sesamum,6.6000000000000005,2.6,393.94
2011,Punjab,Sesamum,4.8,1.7,354.17
2012,Punjab,Sesamum,5.3999999999999995,1.9000000000000001,351.85
2013,Punjab,Sesamum,4.1,1.4,341.46
2014,Punjab,Sesamum,4.7,1.4,297.87
2015,Punjab,Sesamum,4.7,1.5499999999999998,329.79
2016,Punjab,Sesamum,3.0,1.1,366.67
2017,Punjab,Sesamum,2.6999999999999997,0.9,333.33
2010,Rajasthan,Sesamum,547.03,223.18,407.98
2011,Rajasthan,Sesamum,512.79,166.37,324.44
2012,Rajasthan,Sesamum,415.13,122.06,294.03
2013,Rajasthan,Sesamum,360.69,72.06,199.78
2014,Rajasthan,Sesamum,330.03000000000003,112.29,340.24
2015,Rajasthan,Sesamum,366.82,115.37,314.51
2016,Rajasthan,Sesamum,266.96,92.75,347.43
2017,Rajasthan,Sesamum,251.94,67.86,269.35
2010,Tamil Nadu,Sesamum,48.19,25.39,526.87
2012,Tamil Nadu,Sesamum,33.18,17.15,516.88
2013,Tamil Nadu,Sesamum,56.63,33.7,595.09
2014,Tamil Nadu,Sesamum,64.26,44.78,696.86
2015,Tamil Nadu,Sesamum,46.01,29.38,638.56
2016,Tamil Nadu,Sesamum,28.23,10.83,383.63
2017,Tamil Nadu,Sesamum,41.59,23.05,554.22
2010,Telangana,Sesamum,27.23,7.25,266.25
2011,Telangana,Sesamum,19.64,6.7700000000000005,344.7
2012,Telangana,Sesamum,22.58,9.05,400.8
2013,Telangana,Sesamum,24.2,8.71,359.92
2014,Telangana,Sesamum,23.82,9.67,405.96
2015,Telangana,Sesamum,13.870000000000001,2.92,210.53
2016,Telangana,Sesamum,20.89,14.59,698.42
2017,Telangana,Sesamum,16.3,8.92,547.24
2010,Uttar Pradesh,Sesamum,342.65,68.0,198.45
2011,Uttar Pradesh,Sesamum,314.09,70.22,223.57
2012,Uttar Pradesh,Sesamum,344.65999999999997,64.31,186.59
2013,Uttar Pradesh,Sesamum,293.62,43.25,147.3
2014,Uttar Pradesh,Sesamum,323.08,63.7,197.16
2015,Uttar Pradesh,Sesamum,546.3299999999999,165.64,303.19
2016,Uttar Pradesh,Sesamum,271.4,58.21,214.48
2017,Uttar Pradesh,Sesamum,278.35,82.18,295.24
2010,Uttarakhand,Sesamum,1.61,0.35,217.39
2011,Uttarakhand,Sesamum,1.4400000000000002,0.34,236.11
2012,Uttarakhand,Sesamum,1.56,0.44,282.05
2013,Uttarakhand,Sesamum,1.5899999999999999,0.42000000000000004,264.15
2014,Uttarakhand,Sesamum,1.33,0.33999999999999997,255.64
2015,Uttarakhand,Sesamum,1.42,0.4,281.69
2016,Uttarakhand,Sesamum,1.56,0.47000000000000003,301.28
2017,Uttarakhand,Sesamum,1.5999999999999999,0.5,312.5
2010,West Bengal,Sesamum,182.82,168.64,922.44
2011,West Bengal,Sesamum,182.14,167.2,917.98
2012,West Bengal,Sesamum,196.35,180.5,919.28
2013,West Bengal,Sesamum,213.25,197.73,927.22
2014,West Bengal,Sesamum,224.48,208.64000000000001,929.44
2015,West Bengal,Sesamum,227.51000000000002,211.73,930.64
2016,West Bengal,Sesamum,228.11,211.73999999999998,928.24
2017,West Bengal,Sesamum,239.45000000000002,233.29,974.27
2010,Andhra Pradesh,Sorghum,88.2,156.35999999999999,1772.79
2011,Andhra Pradesh,Sorghum,148.17,352.07,2376.12
2012,Andhra Pradesh,Sorghum,164.14,411.95,2509.75
2013,Andhra Pradesh,Sorghum,118.23,265.7,2247.31
2014,Andhra Pradesh,Sorghum,141.45000000000002,344.49,2435.42
2015,Andhra Pradesh,Sorghum,174.62,357.7,2048.45
2016,Andhra Pradesh,Sorghum,97.39999999999999,198.32999999999998,2036.24
2017,Andhra Pradesh,Sorghum,139.68,332.69,2381.8
2010,Bihar,Sorghum,3.0900000000000003,3.2700000000000005,1058.25
2011,Bihar,Sorghum,2.02,2.15,1064.36
2012,Bihar,Sorghum,2.64,2.82,1068.18
2013,Bihar,Sorghum,1.24,1.31,1056.45
2014,Bihar,Sorghum,1.46,1.55,1061.64
2015,Bihar,Sorghum,1.6199999999999999,1.72,1061.73
2016,Bihar,Sorghum,1.8,1.92,1066.67
2017,Bihar,Sorghum,1.3599999999999999,1.4500000000000002,1066.18
2010,Chhattisgarh,Sorghum,5.99,8.530000000000001,1424.04
2011,Chhattisgarh,Sorghum,5.32,4.1,770.68
2012,Chhattisgarh,Sorghum,6.24,4.47,716.35
2013,Chhattisgarh,Sorghum,5.16,3.3200000000000003,643.41
2014,Chhattisgarh,Sorghum,5.0,4.24,848.0
2015,Chhattisgarh,Sorghum,5.41,4.37,807.76
2016,Chhattisgarh,Sorghum,4.01,5.4399999999999995,1356.61
2017,Chhattisgarh,Sorghum,3.7300000000000004,4.69,1257.37
2010,Gujarat,Sorghum,125.81,139.0,1104.84
2011,Gujarat,Sorghum,124.0,139.8,1127.42
2012,Gujarat,Sorghum,79.6,107.3,1347.99
2013,Gujarat,Sorghum,187.12,271.0,1448.27
2014,Gujarat,Sorghum,69.66,91.86,1318.69
2015,Gujarat,Sorghum,99.09,131.51,1327.18
2016,Gujarat,Sorghum,103.42999999999999,163.2,1577.88
2017,Gujarat,Sorghum,91.19,125.32000000000001,1374.27
2010,Haryana,Sorghum,70.8,38.0,536.72
2011,Haryana,Sorghum,64.7,33.0,510.05
2012,Haryana,Sorghum,55.2,27.5,498.19
2013,Haryana,Sorghum,62.0,34.0,548.39
2014,Haryana,Sorghum,53.0,27.0,509.43
2015,Haryana,Sorghum,55.1,29.0,526.32
2016,Haryana,Sorghum,52.400000000000006,33.0,629.77
2017,Haryana,Sorghum,47.5,24.0,505.26
2017,Jharkhand,Sorghum,3.3200000000000003,2.2199999999999998,668.67
2010,Karnataka,Sorghum,1242.1,1466.96,1181.03
2011,Karnataka,Sorghum,1141.42,1165.5,1021.1
2012,Karnataka,Sorghum,1263.9,1314.72,1040.21
2013,Karnataka,Sorghum,1139.21,1316.87,1155.95
2014,Karnataka,Sorghum,1046.07,1173.32,1121.65
2015,Karnataka,Sorghum,1103.92,797.02,721.99
2016,Karnataka,Sorghum,948.01,846.0699999999999,892.47
2017,Karnataka,Sorghum,1088.1100000000001,1264.02,1161.67
2010,Kerala,Sorghum,2.2,1.12,509.09
2010,Madhya Pradesh,Sorghum,417.35999999999996,590.96,1415.95
2011,Madhya Pradesh,Sorghum,348.69,537.32,1540.97
2012,Madhya Pradesh,Sorghum,294.06,592.44,2014.69
2013,Madhya Pradesh,Sorghum,247.85,366.84,1480.09
2014,Madhya Pradesh,Sorghum,220.0,372.0,1690.91
2015,Madhya Pradesh,Sorghum,208.0,330.0,1586.54
2016,Madhya Pradesh,Sorghum,221.0,438.0,1981.9
2017,Madhya Pradesh,Sorghum,270.04,653.42,2419.72
2010,Maharashtra,Sorghum,4059.2,3451.96,850.4
2011,Maharashtra,Sorghum,3229.02,2626.93,813.54
2012,Maharashtra,Sorghum,3289.9,2108.89,641.02
2013,Maharashtra,Sorghum,3584.5,2847.9,794.5
2014,Maharashtra,Sorghum,3288.2,2108.8,641.32
2015,Maharashtra,Sorghum,3217.6,1205.2,374.56
2016,Maharashtra,Sorghum,3615.4500000000003,2538.73,702.19
2017,Maharashtra,Sorghum,3464.14,2389.68,689.83
2010,Orissa,Sorghum,8.9,5.35,601.12
2011,Orissa,Sorghum,8.63,5.4399999999999995,630.36
2012,Orissa,Sorghum,7.83,4.89,624.52
2013,Orissa,Sorghum,7.46,4.66,624.66
2014,Orissa,Sorghum,6.69,4.1899999999999995,626.31
2015,Orissa,Sorghum,6.21,3.89,626.41
2016,Orissa,Sorghum,5.47,3.44,628.88
2017,Orissa,Sorghum,5.619999999999999,3.55,631.67
2010,Rajasthan,Sorghum,726.9300000000001,508.92,700.09
2011,Rajasthan,Sorghum,553.8100000000001,410.3,740.87
2012,Rajasthan,Sorghum,680.36,420.42,617.94
2013,Rajasthan,Sorghum,579.64,356.82,615.59
2014,Rajasthan,Sorghum,660.97,504.48,763.24
2015,Rajasthan,Sorghum,631.23,344.3,545.44
2016,Rajasthan,Sorghum,579.32,349.53999999999996,603.36
2017,Rajasthan,Sorghum,516.03,300.84,582.99
2010,Tamil Nadu,Sorghum,243.48000000000002,247.0,1014.46
2011,Tamil Nadu,Sorghum,197.72,252.51999999999998,1277.16
2012,Tamil Nadu,Sorghum,210.91,174.98,829.64
2013,Tamil Nadu,Sorghum,347.15999999999997,513.32,1478.63
2014,Tamil Nadu,Sorghum,415.13,868.9399999999999,2093.18
2015,Tamil Nadu,Sorghum,339.18,439.64000000000004,1296.18
2016,Tamil Nadu,Sorghum,268.38,153.85999999999999,573.29
2017,Tamil Nadu,Sorghum,385.62,430.66,1116.8
2010,Telangana,Sorghum,166.12,151.63,912.77
2011,Telangana,Sorghum,128.45,144.18,1122.46
2012,Telangana,Sorghum,122.7,134.25,1094.13
2013,Telangana,Sorghum,107.17,108.88,1015.96
2014,Telangana,Sorghum,79.0,83.26,1053.92
2015,Telangana,Sorghum,76.36,75.72,991.62
2016,Telangana,Sorghum,89.74000000000001,87.69,977.16
2017,Telangana,Sorghum,67.3,73.4,1090.64
2010,Uttar Pradesh,Sorghum,201.10999999999999,207.08,1029.69
2011,Uttar Pradesh,Sorghum,187.48,217.97,1162.63
2012,Uttar Pradesh,Sorghum,184.19,248.24,1347.74
2013,Uttar Pradesh,Sorghum,165.19,173.66,1051.27
2014,Uttar Pradesh,Sorghum,164.4,162.91,990.94
2015,Uttar Pradesh,Sorghum,154.86,104.8,676.74
2016,Uttar Pradesh,Sorghum,182.92000000000002,183.03,1000.6
2017,Uttar Pradesh,Sorghum,169.14000000000001,214.82,1270.07
2010,Andhra Pradesh,Soyabean,1.96,3.34,1704.08
2011,Andhra Pradesh,Soyabean,2.21,3.56,1610.86
2012,Andhra Pradesh,Soyabean,1.3900000000000001,2.54,1827.34
2013,Andhra Pradesh,Soyabean,3.12,5.01,1605.77
2014,Andhra Pradesh,Soyabean,0.92,1.97,2141.3
2015,Andhra Pradesh,Soyabean,1.28,1.88,1468.75
2016,Andhra Pradesh,Soyabean,1.57,1.45,923.57
2010,Chhattisgarh,Soyabean,106.3,124.4,1170.27
2011,Chhattisgarh,Soyabean,103.24,84.64999999999999,819.93
2012,Chhattisgarh,Soyabean,101.46,126.12,1243.05
2013,Chhattisgarh,Soyabean,107.77,111.86,1037.95
2014,Chhattisgarh,Soyabean,102.84,50.06,486.78
2015,Chhattisgarh,Soyabean,114.99000000000001,58.57,509.35
2016,Chhattisgarh,Soyabean,96.24,75.39,783.35
2017,Chhattisgarh,Soyabean,91.55000000000001,30.3,330.97
2010,Gujarat,Soyabean,84.0,68.01,809.64
2011,Gujarat,Soyabean,42.1,33.4,793.35
2012,Gujarat,Soyabean,46.5,36.4,782.8
2013,Gujarat,Soyabean,59.95,47.74,796.33
2014,Gujarat,Soyabean,58.050000000000004,45.11,777.09
2015,Gujarat,Soyabean,80.36,61.84,769.54
2016,Gujarat,Soyabean,120.23,106.0,881.64
2017,Gujarat,Soyabean,146.0,137.32999999999998,940.62
2010,Himachal Pradesh,Soyabean,0.5499999999999999,0.78,1418.18
2011,Himachal Pradesh,Soyabean,0.5399999999999999,0.9600000000000001,1777.78
2012,Himachal Pradesh,Soyabean,0.62,0.8400000000000001,1354.84
2013,Himachal Pradesh,Soyabean,0.53,0.79,1490.57
2014,Himachal Pradesh,Soyabean,0.64,0.92,1437.5
2015,Himachal Pradesh,Soyabean,0.5599999999999999,0.92,1642.86
2016,Himachal Pradesh,Soyabean,0.52,0.91,1750.0
2017,Himachal Pradesh,Soyabean,0.5599999999999999,0.92,1642.86
2017,Jharkhand,Soyabean,1.9300000000000002,1.53,792.75
2010,Karnataka,Soyabean,168.07999999999998,147.45000000000002,877.26
2011,Karnataka,Soyabean,190.9,172.29,902.51
2012,Karnataka,Soyabean,169.51,177.8,1048.91
2013,Karnataka,Soyabean,218.91,270.15000000000003,1234.07
2014,Karnataka,Soyabean,255.54,189.09,739.96
2015,Karnataka,Soyabean,257.96999999999997,139.88,542.23
2016,Karnataka,Soyabean,317.86,237.29,746.52
2017,Karnataka,Soyabean,276.54,423.12999999999994,1530.09
2010,Madhya Pradesh,Soyabean,5538.4,6767.9,1222.0
2011,Madhya Pradesh,Soyabean,5655.22,6271.7,1109.01
2012,Madhya Pradesh,Soyabean,6172.67,8407.15,1362.0
2013,Madhya Pradesh,Soyabean,6543.57,4901.4,749.04
2014,Madhya Pradesh,Soyabean,5571.0,6350.0,1139.83
2015,Madhya Pradesh,Soyabean,5910.0,4450.0,752.96
2016,Madhya Pradesh,Soyabean,5402.0,6650.0,1231.03
2017,Madhya Pradesh,Soyabean,5010.07,5321.8099999999995,1062.22
2010,Maharashtra,Soyabean,2729.1,4315.83,1581.41
2011,Maharashtra,Soyabean,3010.3,3969.23,1318.55
2012,Maharashtra,Soyabean,3063.9,4689.83,1530.67
2013,Maharashtra,Soyabean,3519.9,4272.69,1213.87
2014,Maharashtra,Soyabean,3640.2000000000003,1821.6,500.41
2015,Maharashtra,Soyabean,3702.0,1794.5900000000001,484.76
2016,Maharashtra,Soyabean,3840.84,4586.72,1194.2
2017,Maharashtra,Soyabean,3693.73,3805.54,1030.27
2014,Orissa,Soyabean,1.06,0.67,632.08
2010,Rajasthan,Soyabean,765.51,1118.11,1460.61
2011,Rajasthan,Soyabean,897.0699999999999,1385.18,1544.12
2012,Rajasthan,Soyabean,1039.81,1468.69,1412.46
2013,Rajasthan,Soyabean,1175.51,974.98,829.41
2014,Rajasthan,Soyabean,923.18,956.66,1036.27
2015,Rajasthan,Soyabean,1204.81,804.08,667.39
2016,Rajasthan,Soyabean,1055.6100000000001,1131.82,1072.2
2017,Rajasthan,Soyabean,886.5,1069.83,1206.8
2010,Telangana,Soyabean,125.75,214.33999999999997,1704.49
2011,Telangana,Soyabean,128.28,207.25,1615.61
2012,Telangana,Soyabean,157.83,286.86,1817.53
2013,Telangana,Soyabean,242.45999999999998,390.32,1609.83
2014,Telangana,Soyabean,242.64,262.36,1081.27
2015,Telangana,Soyabean,243.20999999999998,252.01999999999998,1036.22
2016,Telangana,Soyabean,276.59000000000003,322.42,1165.7
2017,Telangana,Soyabean,152.29,247.29,1623.81
2010,Uttar Pradesh,Soyabean,12.9,16.87,1307.75
2011,Uttar Pradesh,Soyabean,17.63,22.06,1251.28
2012,Uttar Pradesh,Soyabean,13.69,19.35,1413.44
2013,Uttar Pradesh,Soyabean,25.5,14.709999999999999,576.86
2014,Uttar Pradesh,Soyabean,52.56000000000001,37.68000000000001,716.89
2015,Uttar Pradesh,Soyabean,35.54,6.21,174.73
2016,Uttar Pradesh,Soyabean,10.52,7.07,672.05
2017,Uttar Pradesh,Soyabean,14.28,11.08,775.91
2010,Uttarakhand,Soyabean,8.13,13.19,1622.39
2011,Uttarakhand,Soyabean,9.05,14.42,1593.37
2012,Uttarakhand,Soyabean,9.07,19.43,2142.23
2013,Uttarakhand,Soyabean,9.17,14.38,1568.16
2014,Uttarakhand,Soyabean,10.79,14.33,1328.08
2015,Uttarakhand,Soyabean,11.93,15.95,1336.97
2016,Uttarakhand,Soyabean,11.44,13.620000000000001,1190.56
2017,Uttarakhand,Soyabean,10.540000000000001,12.77,1211.57
2010,West Bengal,Soyabean,0.53,0.31,584.91
2011,West Bengal,Soyabean,0.5900000000000001,0.47000000000000003,796.61
2012,West Bengal,Soyabean,0.55,0.44,800.0
2013,West Bengal,Soyabean,0.5900000000000001,0.42000000000000004,711.86
2014,West Bengal,Soyabean,0.6000000000000001,0.42000000000000004,700.0
2015,West Bengal,Soyabean,0.6000000000000001,0.44000000000000006,733.33
2016,West Bengal,Soyabean,0.6000000000000001,0.44000000000000006,733.33
2010,Andhra Pradesh,Sugarcane,281.97,1187.63,4211.9
2011,Andhra Pradesh,Sugarcane,283.2,1301.21,4594.67
2012,Andhra Pradesh,Sugarcane,281.33,1215.95,4322.15
2013,Andhra Pradesh,Sugarcane,152.82999999999998,1200.8000000000002,7857.1
2014,Andhra Pradesh,Sugarcane,139.22,1000.3,7185.03
2015,Andhra Pradesh,Sugarcane,121.67999999999999,935.35,7686.97
2016,Andhra Pradesh,Sugarcane,102.73,783.03,7622.21
2017,Andhra Pradesh,Sugarcane,98.92,778.27,7867.67
2010,Assam,Sugarcane,29.72,107.5,3617.09
2011,Assam,Sugarcane,28.4,105.13,3701.76
2012,Assam,Sugarcane,28.79,102.55,3562.0
2013,Assam,Sugarcane,29.02,107.23,3695.04
2014,Assam,Sugarcane,29.85,109.7,3675.04
2015,Assam,Sugarcane,29.36,103.46,3523.84
2016,Assam,Sugarcane,31.31,120.44,3846.69
2017,Assam,Sugarcane,30.52,114.14,3739.84
2010,Bihar,Sugarcane,250.68,1182.78,4718.29
2012,Bihar,Sugarcane,250.38,1274.15,5088.86
2013,Bihar,Sugarcane,258.07,1288.16,4991.51
2014,Bihar,Sugarcane,254.34,1549.8799999999999,6093.73
2015,Bihar,Sugarcane,244.03,1191.46,4882.43
2016,Bihar,Sugarcane,239.57,1303.6,5441.42
2017,Bihar,Sugarcane,233.77,1382.46,5913.76
2010,Chhattisgarh,Sugarcane,9.47,2.27,239.7
2011,Chhattisgarh,Sugarcane,8.15,4.5600000000000005,559.51
2012,Chhattisgarh,Sugarcane,9.219999999999999,2.5700000000000003,278.74
2013,Chhattisgarh,Sugarcane,9.22,2.39,259.22
2014,Chhattisgarh,Sugarcane,12.45,7.65,614.46
2015,Chhattisgarh,Sugarcane,19.23,4.6899999999999995,243.89
2016,Chhattisgarh,Sugarcane,31.38,10.97,349.59
2017,Chhattisgarh,Sugarcane,34.84,6.42,184.27
2010,Gujarat,Sugarcane,190.1,1376.3,7239.87
2011,Gujarat,Sugarcane,201.9,1274.9,6314.51
2012,Gujarat,Sugarcane,176.6,1261.5,7143.26
2013,Gujarat,Sugarcane,173.09,1151.39,6651.97
2014,Gujarat,Sugarcane,208.56,1434.23,6876.82
2015,Gujarat,Sugarcane,157.14000000000001,1094.7,6966.4
2016,Gujarat,Sugarcane,157.99,1078.6799999999998,6827.52
2017,Gujarat,Sugarcane,181.7,1162.26,6396.59
2010,Haryana,Sugarcane,84.5,604.0,7147.93
2011,Haryana,Sugarcane,94.81,695.0,7330.45
2012,Haryana,Sugarcane,101.0,750.0,7425.74
2013,Haryana,Sugarcane,101.0,742.7,7353.47
2014,Haryana,Sugarcane,95.0,703.5,7405.26
2016,Haryana,Sugarcane,101.8,822.0,8074.66
2010,Himachal Pradesh,Sugarcane,1.64,3.71,2262.2
2011,Himachal Pradesh,Sugarcane,1.96,2.78,1418.37
2012,Himachal Pradesh,Sugarcane,1.83,3.8,2076.5
2013,Himachal Pradesh,Sugarcane,1.44,0.35,243.06
2014,Himachal Pradesh,Sugarcane,1.6,3.67,2293.75
2015,Himachal Pradesh,Sugarcane,1.87,3.75,2005.35
2016,Himachal Pradesh,Sugarcane,1.9500000000000002,4.79,2456.41
2017,Himachal Pradesh,Sugarcane,1.87,3.67,1962.57
2011,Jharkhand,Sugarcane,0.77,2.6999999999999997,3506.49
2012,Jharkhand,Sugarcane,1.0,4.89,4890.0
2013,Jharkhand,Sugarcane,0.8,3.69,4612.5
2014,Jharkhand,Sugarcane,0.72,3.75,5208.33
2010,Karnataka,Sugarcane,422.72,3965.79,9381.6
2011,Karnataka,Sugarcane,862.79,7894.1,9149.5
2012,Karnataka,Sugarcane,425.4,3551.09,8347.65
2013,Karnataka,Sugarcane,420.03,3804.24,9057.07
2014,Karnataka,Sugarcane,480.21999999999997,4383.8,9128.73
2015,Karnataka,Sugarcane,449.58000000000004,3631.42,8077.36
2016,Karnataka,Sugarcane,397.08,2737.82,6894.88
2017,Karnataka,Sugarcane,400.01,3746.0899999999997,9364.99
2010,Kerala,Sugarcane,6.39,2.7199999999999998,425.67
2011,Kerala,Sugarcane,5.8,2.62,451.72
